language,metric,count,mean,p0,p25,p50,p70,p75,p90,p95,p99,p100
ne,translated_answer_whitespace_words,250,15.84,1.0,3.0,3.0,8.0,11.75,21.0,32.55000000000001,60.62999999999988,1025.0
ne,translated_passage_characters,2496,331.2568108974359,46.0,239.0,286.0,328.0,347.0,484.0,561.0,711.1500000000005,7538.0
ne,translated_passage_tokens,2496,96.42788461538461,11.0,68.0,83.0,97.0,103.0,139.0,163.25,216.0,2648.0
ne,translated_passage_utf8_bytes,2496,882.2123397435897,126.0,636.75,761.0,872.0,925.5,1291.5,1487.0,1892.550000000002,20443.0
ne,translated_passage_whitespace_words,2496,49.83253205128205,4.0,35.0,43.0,50.0,53.0,72.0,84.0,110.0,1488.0
ne,translated_query_characters,250,34.216,9.0,25.0,33.0,40.30000000000001,42.0,51.099999999999994,57.10000000000002,69.0,95.0
ne,translated_query_tokens,250,10.12,3.0,7.0,10.0,12.0,12.0,15.0,17.0,22.0,27.0
ne,translated_query_utf8_bytes,250,93.6,25.0,68.0,90.0,111.0,116.0,138.1,154.20000000000005,190.01999999999998,251.0
ne,translated_query_whitespace_words,250,5.296,2.0,4.0,5.0,6.0,6.75,8.0,9.0,10.0,18.0
or,english_answer_characters,249,57.5863453815261,2.0,18.0,18.0,60.39999999999998,80.0,150.0,219.19999999999987,320.68000000000006,414.0
or,english_answer_tokens,249,14.17269076305221,1.0,4.0,4.0,16.0,20.0,33.39999999999998,51.599999999999994,89.08000000000004,99.0
or,english_answer_utf8_bytes,249,57.65461847389558,2.0,18.0,18.0,60.39999999999998,80.0,150.0,219.19999999999987,322.6,414.0
or,english_answer_whitespace_words,249,9.74698795180723,1.0,3.0,3.0,9.599999999999994,13.0,24.399999999999977,32.0,55.52000000000001,82.0
or,english_passage_characters,2496,322.2864583333333,55.0,250.75,296.0,327.0,346.0,516.0,579.25,717.3500000000013,943.0
or,english_passage_tokens,2496,79.25600961538461,11.0,61.0,72.0,84.0,89.0,124.0,144.0,173.10000000000036,299.0
or,english_passage_utf8_bytes,2496,323.2840544871795,55.0,252.0,297.0,327.0,347.25,518.5,580.0,717.3500000000013,943.0
or,english_passage_whitespace_words,2496,54.765625,3.0,42.0,50.0,58.0,61.0,86.0,102.0,123.05000000000018,169.0
or,english_query_characters,250,33.172,8.0,24.0,32.0,39.0,40.75,48.0,53.55000000000001,65.52999999999997,78.0
or,english_query_tokens,250,7.752,2.0,6.0,7.0,9.0,10.0,12.0,13.0,14.509999999999991,18.0
or,english_query_utf8_bytes,250,33.172,8.0,24.0,32.0,39.0,40.75,48.0,53.55000000000001,65.52999999999997,78.0
or,english_query_whitespace_words,250,5.812,2.0,4.0,6.0,7.0,7.0,8.0,9.0,12.509999999999991,15.0
or,passage_translation_character_ratio,2496,1.0197420952014664,0.32792207792207795,0.9172967617458414,0.99079754601227,1.046803270097474,1.0611694318014977,1.1403193234885776,1.1870301403083319,2.639220614664557,6.476190476190476
or,passage_translation_word_ratio,2496,0.9431653638421162,0.2,0.8421052631578947,0.9111111111111111,0.9680814940577249,0.9813516787815854,1.0555555555555556,1.1137987012987014,2.325696150696178,7.754716981132075
or,passages_per_record,250,9.984,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
or,translated_answer_characters,250,65.168,2.0,31.0,31.0,57.60000000000002,81.75,155.0,218.55,379.8499999999997,421.0
or,translated_answer_tokens,250,22.864,1.0,9.0,9.0,20.30000000000001,29.75,52.69999999999996,78.55000000000001,149.52999999999997,172.0
or,translated_answer_utf8_bytes,250,175.972,5.0,87.0,87.0,156.80000000000007,215.75,415.4,581.8500000000001,1006.6799999999994,1095.0
or,translated_answer_whitespace_words,250,9.68,1.0,4.0,4.0,9.0,12.0,22.0,31.55000000000001,57.159999999999854,75.0
or,translated_passage_characters,2496,329.8373397435897,54.0,245.0,292.0,335.0,353.0,493.5,574.0,1599.5000000000018,1873.0
or,translated_passage_tokens,2496,115.65985576923077,13.0,83.0,100.5,120.0,126.25,171.0,202.0,450.9500000000071,1187.0
or,translated_passage_utf8_bytes,2496,862.4286858974359,148.0,637.75,768.0,883.0,925.0,1294.0,1494.25,4357.1,4989.0
or,translated_passage_whitespace_words,2496,51.97876602564103,5.0,37.0,45.0,53.0,57.0,79.0,95.0,204.65000000000236,426.0
or,translated_query_characters,250,42.96,9.0,25.0,35.0,43.0,45.75,54.099999999999994,60.55000000000001,75.01999999999998,1773.0
or,translated_query_tokens,250,15.156,4.0,10.0,13.0,16.0,16.0,20.0,22.0,27.50999999999999,417.0
or,translated_query_utf8_bytes,250,115.384,21.0,69.0,95.0,117.60000000000002,124.0,147.0,165.65000000000003,204.03999999999996,4503.0
or,translated_query_whitespace_words,250,7.168,2.0,4.0,5.0,7.0,7.0,8.0,9.0,12.509999999999991,408.0
pa,english_answer_characters,249,57.5863453815261,2.0,18.0,18.0,60.39999999999998,80.0,150.0,219.19999999999987,320.68000000000006,414.0
pa,english_answer_tokens,249,14.17269076305221,1.0,4.0,4.0,16.0,20.0,33.39999999999998,51.599999999999994,89.08000000000004,99.0
pa,english_answer_utf8_bytes,249,57.65461847389558,2.0,18.0,18.0,60.39999999999998,80.0,150.0,219.19999999999987,322.6,414.0
pa,english_answer_whitespace_words,249,9.74698795180723,1.0,3.0,3.0,9.599999999999994,13.0,24.399999999999977,32.0,55.52000000000001,82.0
pa,english_passage_characters,2496,322.2864583333333,55.0,250.75,296.0,327.0,346.0,516.0,579.25,717.3500000000013,943.0
pa,english_passage_tokens,2496,79.25600961538461,11.0,61.0,72.0,84.0,89.0,124.0,144.0,173.10000000000036,299.0
pa,english_passage_utf8_bytes,2496,323.2840544871795,55.0,252.0,297.0,327.0,347.25,518.5,580.0,717.3500000000013,943.0
pa,english_passage_whitespace_words,2496,54.765625,3.0,42.0,50.0,58.0,61.0,86.0,102.0,123.05000000000018,169.0
pa,english_query_characters,250,33.172,8.0,24.0,32.0,39.0,40.75,48.0,53.55000000000001,65.52999999999997,78.0
pa,english_query_tokens,250,7.752,2.0,6.0,7.0,9.0,10.0,12.0,13.0,14.509999999999991,18.0
pa,english_query_utf8_bytes,250,33.172,8.0,24.0,32.0,39.0,40.75,48.0,53.55000000000001,65.52999999999997,78.0
pa,english_query_whitespace_words,250,5.812,2.0,4.0,6.0,7.0,7.0,8.0,9.0,12.509999999999991,15.0
pa,passage_translation_character_ratio,2496,1.0113757654953215,0.3281519861830743,0.9261669562220913,0.9938460955843369,1.0416670947063476,1.0571701199563797,1.122025962543204,1.1613967848397744,1.2650255703947888,14.55421686746988
pa,passage_translation_word_ratio,2496,1.1460128187535092,0.3978494623655914,1.0427811550151977,1.1265381764269828,1.1875,1.2075471698113207,1.3,1.353926282051282,1.4871621621621645,13.73913043478261
pa,passages_per_record,250,9.984,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
pa,translated_answer_characters,250,80.86,3.0,23.0,23.0,61.30000000000001,82.0,150.59999999999997,237.30000000000007,402.0799999999999,2607.0
pa,translated_answer_tokens,250,28.116,1.0,6.0,6.0,26.30000000000001,31.0,57.099999999999994,85.0,166.56999999999994,1025.0
pa,translated_answer_utf8_bytes,250,208.388,9.0,61.0,61.0,160.3,212.0,381.3999999999999,595.1500000000001,1013.1799999999998,6703.0
pa,translated_answer_whitespace_words,250,16.236,1.0,5.0,5.0,12.0,16.0,28.19999999999999,46.0,83.0,560.0
pa,translated_passage_characters,2496,324.31450320512823,52.0,244.0,294.0,337.0,355.0,503.0,578.25,736.1500000000005,2735.0
pa,translated_passage_tokens,2496,120.7431891025641,19.0,89.0,109.0,126.0,135.0,184.0,213.25,273.10000000000036,1507.0
pa,translated_passage_utf8_bytes,2496,822.6117788461538,120.0,615.0,748.0,859.0,902.25,1277.0,1468.25,1848.7500000000027,6742.0
pa,translated_passage_whitespace_words,2496,62.4619391025641,8.0,46.0,57.0,66.0,69.0,97.0,114.25,150.0,559.0
pa,translated_query_characters,250,34.984,7.0,25.25,35.0,40.0,42.0,52.0,60.0,71.50999999999999,106.0
pa,translated_query_tokens,250,13.976,4.0,10.0,13.0,16.0,17.0,21.0,23.55000000000001,26.50999999999999,32.0
pa,translated_query_utf8_bytes,250,92.608,19.0,67.25,91.0,105.30000000000001,112.75,136.1,162.0,188.56999999999994,278.0
pa,translated_query_whitespace_words,250,6.768,2.0,5.0,6.0,8.0,8.0,10.0,12.0,14.509999999999991,21.0
sa,english_answer_characters,249,57.5863453815261,2.0,18.0,18.0,60.39999999999998,80.0,150.0,219.19999999999987,320.68000000000006,414.0
sa,english_answer_tokens,249,14.17269076305221,1.0,4.0,4.0,16.0,20.0,33.39999999999998,51.599999999999994,89.08000000000004,99.0
sa,english_answer_utf8_bytes,249,57.65461847389558,2.0,18.0,18.0,60.39999999999998,80.0,150.0,219.19999999999987,322.6,414.0
sa,english_answer_whitespace_words,249,9.74698795180723,1.0,3.0,3.0,9.599999999999994,13.0,24.399999999999977,32.0,55.52000000000001,82.0
sa,english_passage_characters,2496,322.2864583333333,55.0,250.75,296.0,327.0,346.0,516.0,579.25,717.3500000000013,943.0
sa,english_passage_tokens,2496,79.25600961538461,11.0,61.0,72.0,84.0,89.0,124.0,144.0,173.10000000000036,299.0
sa,english_passage_utf8_bytes,2496,323.2840544871795,55.0,252.0,297.0,327.0,347.25,518.5,580.0,717.3500000000013,943.0
sa,english_passage_whitespace_words,2496,54.765625,3.0,42.0,50.0,58.0,61.0,86.0,102.0,123.05000000000018,169.0
sa,english_query_characters,250,33.172,8.0,24.0,32.0,39.0,40.75,48.0,53.55000000000001,65.52999999999997,78.0
sa,english_query_tokens,250,7.752,2.0,6.0,7.0,9.0,10.0,12.0,13.0,14.509999999999991,18.0
sa,english_query_utf8_bytes,250,33.172,8.0,24.0,32.0,39.0,40.75,48.0,53.55000000000001,65.52999999999997,78.0
sa,english_query_whitespace_words,250,5.812,2.0,4.0,6.0,7.0,7.0,8.0,9.0,12.509999999999991,15.0
sa,passage_translation_character_ratio,2496,1.2036583446120594,0.23943661971830985,0.943524385560676,1.037399071778244,1.1123904233293689,1.136588628257058,1.2314786585365853,1.3003221248642436,1.5531113173976963,80.76086956521739
sa,passage_translation_word_ratio,2496,0.842417831242182,0.041666666666666664,0.6341463414634146,0.717391304347826,0.782608695652174,0.8048780487804879,0.9032258064516129,0.9707983193277311,1.4189024390244056,50.2
sa,passages_per_record,250,9.984,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
sa,translated_answer_characters,250,57.56,2.0,14.0,14.0,61.900000000000034,80.5,161.1,208.05000000000013,357.81999999999925,519.0
sa,translated_answer_tokens,250,21.94,1.0,5.0,5.0,22.0,30.75,58.0,86.75000000000006,154.19999999999982,205.0
sa,translated_answer_utf8_bytes,250,156.856,2.0,40.0,40.0,166.50000000000006,221.5,437.0999999999999,563.4000000000001,976.159999999998,1385.0
sa,translated_answer_whitespace_words,250,6.88,1.0,2.0,2.0,6.300000000000011,9.0,17.099999999999994,25.55000000000001,39.50999999999999,64.0
sa,translated_passage_characters,2496,387.90584935897436,42.0,253.0,307.0,353.0,375.0,523.0,601.25,851.1000000000076,12809.0
sa,translated_passage_tokens,2496,143.29807692307693,15.0,91.0,112.0,135.0,143.0,190.0,226.25,332.3000000000011,3379.0
sa,translated_passage_utf8_bytes,2496,1036.3273237179487,118.0,678.0,826.0,950.0,1007.0,1396.5,1616.5,2216.1000000000004,21506.0
sa,translated_passage_whitespace_words,2496,45.78245192307692,2.0,29.0,36.0,43.0,46.0,61.5,74.0,119.75000000000273,2686.0
sa,translated_query_characters,250,38.352,8.0,25.25,38.0,46.30000000000001,49.0,60.099999999999994,66.0,75.01999999999998,87.0
sa,translated_query_tokens,250,14.456,3.0,10.0,14.0,17.0,18.0,23.0,26.0,30.019999999999982,36.0
sa,translated_query_utf8_bytes,250,106.28,22.0,71.0,106.0,127.30000000000001,137.0,165.39999999999998,182.55,208.07999999999993,247.0
sa,translated_query_whitespace_words,250,4.416,1.0,3.0,4.0,5.0,6.0,7.0,8.0,9.509999999999991,11.0
ta,english_answer_characters,249,57.5863453815261,2.0,18.0,18.0,60.39999999999998,80.0,150.0,219.19999999999987,320.68000000000006,414.0
ta,english_answer_tokens,249,14.17269076305221,1.0,4.0,4.0,16.0,20.0,33.39999999999998,51.599999999999994,89.08000000000004,99.0
ta,english_answer_utf8_bytes,249,57.65461847389558,2.0,18.0,18.0,60.39999999999998,80.0,150.0,219.19999999999987,322.6,414.0
ta,english_answer_whitespace_words,249,9.74698795180723,1.0,3.0,3.0,9.599999999999994,13.0,24.399999999999977,32.0,55.52000000000001,82.0
ta,english_passage_characters,2496,322.2864583333333,55.0,250.75,296.0,327.0,346.0,516.0,579.25,717.3500000000013,943.0
ta,english_passage_tokens,2496,79.25600961538461,11.0,61.0,72.0,84.0,89.0,124.0,144.0,173.10000000000036,299.0
ta,english_passage_utf8_bytes,2496,323.2840544871795,55.0,252.0,297.0,327.0,347.25,518.5,580.0,717.3500000000013,943.0
ta,english_passage_whitespace_words,2496,54.765625,3.0,42.0,50.0,58.0,61.0,86.0,102.0,123.05000000000018,169.0
ta,english_query_characters,250,33.172,8.0,24.0,32.0,39.0,40.75,48.0,53.55000000000001,65.52999999999997,78.0
ta,english_query_tokens,250,7.752,2.0,6.0,7.0,9.0,10.0,12.0,13.0,14.509999999999991,18.0
ta,english_query_utf8_bytes,250,33.172,8.0,24.0,32.0,39.0,40.75,48.0,53.55000000000001,65.52999999999997,78.0
ta,english_query_whitespace_words,250,5.812,2.0,4.0,6.0,7.0,7.0,8.0,9.0,12.509999999999991,15.0
ta,passage_translation_character_ratio,2496,1.1953298884598034,0.3963254593175853,1.0563805399898116,1.1449826894543058,1.2144599303135888,1.2359967123096025,1.3296472792440535,1.392400523784143,1.5793687880136478,18.180722891566266
ta,passage_translation_word_ratio,2496,0.8144564965733218,0.2894736842105263,0.6988510826336721,0.7650060024009604,0.822875816993464,0.8451591511936339,0.926829268292683,0.981195756991321,1.25,18.782608695652176
ta,passages_per_record,250,9.984,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ta,translated_answer_characters,250,79.18,3.0,19.0,19.0,71.60000000000002,94.75,170.2,263.75000000000006,452.5599999999995,2817.0
ta,translated_answer_tokens,250,20.604,1.0,5.0,5.0,22.0,25.0,46.099999999999994,77.55000000000001,134.51,519.0
ta,translated_answer_utf8_bytes,250,215.232,9.0,51.0,51.0,194.80000000000007,257.75,458.6999999999999,711.6500000000001,1228.5799999999986,7885.0
ta,translated_answer_whitespace_words,250,9.488,1.0,3.0,3.0,9.0,11.0,20.0,29.55000000000001,54.09999999999991,284.0
ta,translated_passage_characters,2496,382.09815705128204,63.0,282.0,337.0,391.0,413.0,580.0,666.5,912.4500000000016,3516.0
ta,translated_passage_tokens,2496,102.625,16.0,74.0,90.5,107.0,115.0,155.0,182.0,244.20000000000073,1078.0
ta,translated_passage_utf8_bytes,2496,1029.151842948718,153.0,758.0,910.0,1057.0,1116.0,1583.0,1805.25,2405.5000000000055,9325.0
ta,translated_passage_whitespace_words,2496,43.78926282051282,5.0,31.0,38.0,45.0,48.0,67.0,78.0,104.05000000000018,583.0
ta,translated_query_characters,250,43.788,10.0,31.0,42.0,50.30000000000001,54.0,65.0,73.55000000000001,101.05999999999995,135.0
ta,translated_query_tokens,250,12.384,3.0,9.0,11.0,14.300000000000011,15.0,19.0,21.55000000000001,28.019999999999982,32.0
ta,translated_query_utf8_bytes,250,122.004,28.0,87.0,117.0,141.3,151.0,179.2,204.65000000000003,277.2199999999998,375.0
ta,translated_query_whitespace_words,250,5.152,2.0,4.0,5.0,6.0,6.0,8.0,8.0,12.509999999999991,14.0
te,english_answer_characters,249,57.5863453815261,2.0,18.0,18.0,60.39999999999998,80.0,150.0,219.19999999999987,320.68000000000006,414.0
te,english_answer_tokens,249,14.17269076305221,1.0,4.0,4.0,16.0,20.0,33.39999999999998,51.599999999999994,89.08000000000004,99.0
te,english_answer_utf8_bytes,249,57.65461847389558,2.0,18.0,18.0,60.39999999999998,80.0,150.0,219.19999999999987,322.6,414.0
te,english_answer_whitespace_words,249,9.74698795180723,1.0,3.0,3.0,9.599999999999994,13.0,24.399999999999977,32.0,55.52000000000001,82.0
te,english_passage_characters,2496,322.2864583333333,55.0,250.75,296.0,327.0,346.0,516.0,579.25,717.3500000000013,943.0
te,english_passage_tokens,2496,79.25600961538461,11.0,61.0,72.0,84.0,89.0,124.0,144.0,173.10000000000036,299.0
te,english_passage_utf8_bytes,2496,323.2840544871795,55.0,252.0,297.0,327.0,347.25,518.5,580.0,717.3500000000013,943.0
te,english_passage_whitespace_words,2496,54.765625,3.0,42.0,50.0,58.0,61.0,86.0,102.0,123.05000000000018,169.0
te,english_query_characters,250,33.172,8.0,24.0,32.0,39.0,40.75,48.0,53.55000000000001,65.52999999999997,78.0
te,english_query_tokens,250,7.752,2.0,6.0,7.0,9.0,10.0,12.0,13.0,14.509999999999991,18.0
te,english_query_utf8_bytes,250,33.172,8.0,24.0,32.0,39.0,40.75,48.0,53.55000000000001,65.52999999999997,78.0
te,english_query_whitespace_words,250,5.812,2.0,4.0,6.0,7.0,7.0,8.0,9.0,12.509999999999991,15.0
te,passage_translation_character_ratio,2496,1.0358333724991713,0.3622291021671827,0.9456654743975903,1.0205339674829657,1.0752054617226428,1.0909090909090908,1.1565741225772657,1.1972116482679862,1.351262845563761,9.8714859437751
te,passage_translation_word_ratio,2496,0.7900518589681611,0.029411764705882353,0.7083333333333334,0.7714285714285715,0.8235294117647058,0.8388536866359447,0.9117647058823529,0.9547979797979799,1.0835144927536238,8.76923076923077
te,passages_per_record,250,9.984,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
te,translated_answer_characters,250,59.332,4.0,17.0,17.0,61.900000000000034,77.5,149.1,213.5000000000001,370.1399999999999,473.0
te,translated_answer_tokens,250,18.364,1.0,4.0,4.0,20.0,25.75,47.0,71.75000000000006,130.6099999999999,142.0
te,translated_answer_utf8_bytes,250,159.048,5.0,47.0,47.0,160.60000000000002,210.25,402.0999999999999,569.0500000000004,959.0,1277.0
te,translated_answer_whitespace_words,250,7.704,1.0,2.0,2.0,8.300000000000011,10.0,19.0,27.0,50.0,66.0
te,translated_passage_characters,2496,332.7996794871795,56.0,249.0,299.0,346.5,367.0,515.5,593.0,778.2500000000009,2558.0
te,translated_passage_tokens,2496,101.8125,16.0,76.0,92.0,109.0,116.0,155.5,183.25,236.05000000000018,893.0
te,translated_passage_utf8_bytes,2496,882.1923076923077,140.0,657.75,792.0,922.0,974.0,1371.0,1569.25,2045.0500000000038,6652.0
te,translated_passage_whitespace_words,2496,42.85897435897436,1.0,32.0,38.0,45.0,48.0,66.0,77.25,100.05000000000018,510.0
te,translated_query_characters,250,36.244,5.0,26.0,35.0,43.0,45.0,52.099999999999994,59.55000000000001,72.54999999999995,86.0
te,translated_query_tokens,250,11.948,2.0,9.0,11.0,14.0,15.0,17.099999999999994,19.55000000000001,23.50999999999999,27.0
te,translated_query_utf8_bytes,250,100.508,15.0,72.0,97.0,119.0,125.5,146.1,164.0,195.51,238.0
te,translated_query_whitespace_words,250,4.736,1.0,4.0,5.0,5.0,6.0,7.0,8.0,10.0,12.0
ur,english_answer_characters,249,57.5863453815261,2.0,18.0,18.0,60.39999999999998,80.0,150.0,219.19999999999987,320.68000000000006,414.0
ur,english_answer_tokens,249,14.17269076305221,1.0,4.0,4.0,16.0,20.0,33.39999999999998,51.599999999999994,89.08000000000004,99.0
ur,english_answer_utf8_bytes,249,57.65461847389558,2.0,18.0,18.0,60.39999999999998,80.0,150.0,219.19999999999987,322.6,414.0
ur,english_answer_whitespace_words,249,9.74698795180723,1.0,3.0,3.0,9.599999999999994,13.0,24.399999999999977,32.0,55.52000000000001,82.0
ur,english_passage_characters,2496,322.2864583333333,55.0,250.75,296.0,327.0,346.0,516.0,579.25,717.3500000000013,943.0
ur,english_passage_tokens,2496,79.25600961538461,11.0,61.0,72.0,84.0,89.0,124.0,144.0,173.10000000000036,299.0
ur,english_passage_utf8_bytes,2496,323.2840544871795,55.0,252.0,297.0,327.0,347.25,518.5,580.0,717.3500000000013,943.0
ur,english_passage_whitespace_words,2496,54.765625,3.0,42.0,50.0,58.0,61.0,86.0,102.0,123.05000000000018,169.0
ur,english_query_characters,250,33.172,8.0,24.0,32.0,39.0,40.75,48.0,53.55000000000001,65.52999999999997,78.0
ur,english_query_tokens,250,7.752,2.0,6.0,7.0,9.0,10.0,12.0,13.0,14.509999999999991,18.0
ur,english_query_utf8_bytes,250,33.172,8.0,24.0,32.0,39.0,40.75,48.0,53.55000000000001,65.52999999999997,78.0
ur,english_query_whitespace_words,250,5.812,2.0,4.0,6.0,7.0,7.0,8.0,9.0,12.509999999999991,15.0
ur,passage_translation_character_ratio,2496,1.0062691862010238,0.3564356435643564,0.9155440330813465,0.9817239498090562,1.0331675870717916,1.0478122253785944,1.108994616104869,1.1543681924546725,1.2491548042704628,33.07729468599034
ur,passage_translation_word_ratio,2496,1.2738445583056188,0.4842105263157895,1.1457386363636364,1.24,1.32,1.3428571428571427,1.4336477987421383,1.5,1.6486486486486487,37.18181818181818
ur,passages_per_record,250,9.984,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ur,translated_answer_characters,250,60.916,1.0,24.0,24.0,66.90000000000003,79.0,147.1,207.20000000000005,329.1399999999999,395.0
ur,translated_answer_tokens,250,17.352,0.0,5.0,5.0,19.0,22.75,41.099999999999994,64.75000000000006,106.17999999999984,128.0
ur,translated_answer_utf8_bytes,250,108.6,2.0,44.0,44.0,119.0,142.0,259.5,373.5000000000001,581.8899999999996,695.0
ur,translated_answer_whitespace_words,250,13.092,1.0,5.0,5.0,15.0,18.0,31.0,42.10000000000002,72.01999999999998,88.0
ur,translated_passage_characters,2496,323.84415064102564,46.0,241.0,290.0,333.0,351.0,502.0,563.25,721.2000000000007,6847.0
ur,translated_passage_tokens,2496,96.29407051282051,13.0,71.0,86.0,101.0,106.0,146.0,167.25,215.05000000000018,2239.0
ur,translated_passage_utf8_bytes,2496,568.6826923076923,83.0,424.75,511.0,586.0,616.25,875.5,992.25,1259.0500000000002,11449.0
ur,translated_passage_whitespace_words,2496,69.44030448717949,4.0,51.0,62.0,72.5,76.0,107.0,123.25,155.05000000000018,1448.0
ur,translated_query_characters,250,33.852,5.0,24.0,33.0,40.0,42.0,50.0,57.55000000000001,68.0,92.0
ur,translated_query_tokens,250,10.488,3.0,8.0,10.0,12.0,13.0,16.0,17.55000000000001,20.50999999999999,26.0
ur,translated_query_utf8_bytes,250,61.26,10.0,44.0,59.0,72.0,76.0,90.19999999999999,102.55000000000001,124.03999999999996,165.0
ur,translated_query_whitespace_words,250,7.304,1.0,5.0,7.0,8.0,9.0,11.0,13.0,16.0,20.0
